0425;1642058299;kiri;motor;1;70c7d8480101.png;simpan
0437;1642058301;kanan;mobil;1;246ff8c40104.png;simpan
0462;1642058305;kanan;motor;1;cab7a61c0106.png;simpan
0464;1642058305;kanan;motor;1;6d922aed0107.png;simpan
0533;1642058315;kanan;motor;2;efddd2fa0119.png;simpan
0546;1642058317;kanan;motor;1;5f8e71690132.png;simpan
0549;1642058317;kanan;tidakdiketahui;0;0e1cc6fc0137.png;simpan
0563;1642058319;kanan;motor;2;2dcda0f10113.png;simpan
0568;1642058320;kanan;motor;1;ed1d901f0140.png;simpan
0571;1642058320;kanan;motor;1;6cb8c9410138.png;simpan
0599;1642058323;kanan;motor;1;5732698c0141.png;simpan
0611;1642058325;kanan;motor;1;1307575f0142.png;simpan
0612;1642058325;kanan;tidakdiketahui;0;40e9f3f20143.png;simpan
0624;1642058326;kanan;motor;1;83cc2a630144.png;simpan
0636;1642058328;kanan;motor;1;5db1f9490145.png;simpan
0639;1642058329;kiri;motor;1;8ad8ca770147.png;simpan
0641;1642058329;kanan;motor;1;7a37b3760148.png;simpan
0664;1642058333;kanan;motor;2;7aff13c50152.png;simpan
0670;1642058333;kanan;motor;1;69b399250153.png;simpan
0671;1642058333;kanan;tidakdiketahui;0;75d0e23d0155.png;simpan
0690;1642058336;kiri;tidakdiketahui;0;168286240156.png;simpan
0706;1642058339;kanan;keduanya;2;834d57060157.png;simpan
0729;1642058343;kanan;motor;1;09097efe0158.png;simpan
0756;1642058346;kanan;tidakdiketahui;0;2ba61b0d0159.png;simpan
0769;1642058347;kiri;tidakdiketahui;0;9ab044350160.png;simpan
0797;1642058351;kanan;tidakdiketahui;0;2934b0510163.png;simpan
0798;1642058351;kiri;motor;1;cd9fb08a0162.png;simpan
0802;1642058352;kanan;motor;1;854fea5a0165.png;simpan
0829;1642058355;kiri;motor;1;7074f1210166.png;simpan
0888;1642058362;kiri;tidakdiketahui;0;0d57c4500167.png;simpan
0905;1642058365;kiri;motor;1;a1ba98d80168.png;simpan
0917;1642058366;kiri;motor;1;3082a9f20169.png;simpan
0931;1642058368;kiri;motor;1;999f48cf0170.png;simpan
0941;1642058369;kiri;motor;1;5bb5d8320171.png;simpan
0959;1642058371;kiri;motor;1;82d918390172.png;simpan
0986;1642058375;kiri;tidakdiketahui;0;735d60550173.png;simpan
